srid,proj4text,srtext,sqkm
2026,+proj=tmerc +lat_0=0 +lon_0=-96 +k=0.9999 +x_0=304800 +y_0=0 +ellps=clrk66 +units=m +no_defs ,"PROJCS[""NAD27(76) / MTM zone 17"",GEOGCS[""NAD27(76)"",DATUM[""North_American_Datum_1927_1976"",SPHEROID[""Clarke 1866"",6378206.4,294.9786982139006,AUTHORITY[""EPSG"",""7008""]],AUTHORITY[""EPSG"",""6608""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4608""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",-96],PARAMETER[""scale_factor"",0.9999],PARAMETER[""false_easting"",304800],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""2026""],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH]]",2.23127297503325e-08
2027,+proj=utm +zone=15 +ellps=clrk66 +units=m +no_defs ,"PROJCS[""NAD27(76) / UTM zone 15N"",GEOGCS[""NAD27(76)"",DATUM[""North_American_Datum_1927_1976"",SPHEROID[""Clarke 1866"",6378206.4,294.9786982139006,AUTHORITY[""EPSG"",""7008""]],AUTHORITY[""EPSG"",""6608""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4608""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",-93],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",500000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""2027""],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH]]",2.2239485147407e-08
2028,+proj=utm +zone=16 +ellps=clrk66 +units=m +no_defs ,"PROJCS[""NAD27(76) / UTM zone 16N"",GEOGCS[""NAD27(76)"",DATUM[""North_American_Datum_1927_1976"",SPHEROID[""Clarke 1866"",6378206.4,294.9786982139006,AUTHORITY[""EPSG"",""7008""]],AUTHORITY[""EPSG"",""6608""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4608""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",-87],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",500000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""2028""],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH]]",2.22394850457141e-08
2029,+proj=utm +zone=17 +ellps=clrk66 +units=m +no_defs ,"PROJCS[""NAD27(76) / UTM zone 17N"",GEOGCS[""NAD27(76)"",DATUM[""North_American_Datum_1927_1976"",SPHEROID[""Clarke 1866"",6378206.4,294.9786982139006,AUTHORITY[""EPSG"",""7008""]],AUTHORITY[""EPSG"",""6608""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4608""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",-81],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",500000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""2029""],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH]]",2.22394851215758e-08
2030,+proj=utm +zone=18 +ellps=clrk66 +units=m +no_defs ,"PROJCS[""NAD27(76) / UTM zone 18N"",GEOGCS[""NAD27(76)"",DATUM[""North_American_Datum_1927_1976"",SPHEROID[""Clarke 1866"",6378206.4,294.9786982139006,AUTHORITY[""EPSG"",""7008""]],AUTHORITY[""EPSG"",""6608""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4608""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",-75],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",500000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""2030""],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH]]",2.22394851150037e-08
2031,+proj=utm +zone=17 +ellps=clrk66 +units=m +no_defs ,"PROJCS[""NAD27(CGQ77) / UTM zone 17N"",GEOGCS[""NAD27(CGQ77)"",DATUM[""North_American_Datum_1927_CGQ77"",SPHEROID[""Clarke 1866"",6378206.4,294.9786982139006,AUTHORITY[""EPSG"",""7008""]],AUTHORITY[""EPSG"",""6609""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4609""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",-81],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",500000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""2031""],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH]]",2.22394851215758e-08
2032,+proj=utm +zone=18 +ellps=clrk66 +units=m +no_defs ,"PROJCS[""NAD27(CGQ77) / UTM zone 18N"",GEOGCS[""NAD27(CGQ77)"",DATUM[""North_American_Datum_1927_CGQ77"",SPHEROID[""Clarke 1866"",6378206.4,294.9786982139006,AUTHORITY[""EPSG"",""7008""]],AUTHORITY[""EPSG"",""6609""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4609""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",-75],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",500000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""2032""],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH]]",2.22394851150037e-08
2033,+proj=utm +zone=19 +ellps=clrk66 +units=m +no_defs ,"PROJCS[""NAD27(CGQ77) / UTM zone 19N"",GEOGCS[""NAD27(CGQ77)"",DATUM[""North_American_Datum_1927_CGQ77"",SPHEROID[""Clarke 1866"",6378206.4,294.9786982139006,AUTHORITY[""EPSG"",""7008""]],AUTHORITY[""EPSG"",""6609""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4609""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",-69],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",500000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""2033""],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH]]",2.22394851236567e-08
2034,+proj=utm +zone=20 +ellps=clrk66 +units=m +no_defs ,"PROJCS[""NAD27(CGQ77) / UTM zone 20N"",GEOGCS[""NAD27(CGQ77)"",DATUM[""North_American_Datum_1927_CGQ77"",SPHEROID[""Clarke 1866"",6378206.4,294.9786982139006,AUTHORITY[""EPSG"",""7008""]],AUTHORITY[""EPSG"",""6609""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4609""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",-63],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",500000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""2034""],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH]]",2.22394852488102e-08
2035,+proj=utm +zone=21 +ellps=clrk66 +units=m +no_defs ,"PROJCS[""NAD27(CGQ77) / UTM zone 21N"",GEOGCS[""NAD27(CGQ77)"",DATUM[""North_American_Datum_1927_CGQ77"",SPHEROID[""Clarke 1866"",6378206.4,294.9786982139006,AUTHORITY[""EPSG"",""7008""]],AUTHORITY[""EPSG"",""6609""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4609""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",-57],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",500000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""2035""],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH]]",2.22394850696846e-08
2039,"+proj=tmerc +lat_0=31.73439361111111 +lon_0=35.20451694444445 +k=1.0000067 +x_0=219529.584 +y_0=626907.39 +ellps=GRS80 +towgs84=-48,55,52,0,0,0,0 +units=m +no_defs ","PROJCS[""Israel / Israeli TM Grid"",GEOGCS[""Israel"",DATUM[""Israel"",SPHEROID[""GRS 1980"",6378137,298.257222101,AUTHORITY[""EPSG"",""7019""]],TOWGS84[-48,55,52,0,0,0,0],AUTHORITY[""EPSG"",""6141""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4141""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",31.73439361111111],PARAMETER[""central_meridian"",35.20451694444445],PARAMETER[""scale_factor"",1.0000067],PARAMETER[""false_easting"",219529.584],PARAMETER[""false_northing"",626907.39],AUTHORITY[""EPSG"",""2039""],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH]]",2.23314649372878e-08
2040,"+proj=utm +zone=30 +ellps=clrk80 +towgs84=-125,53,467,0,0,0,0 +units=m +no_defs ","PROJCS[""Locodjo 1965 / UTM zone 30N"",GEOGCS[""Locodjo 1965"",DATUM[""Locodjo_1965"",SPHEROID[""Clarke 1880 (RGS)"",6378249.145,293.465,AUTHORITY[""EPSG"",""7012""]],TOWGS84[-125,53,467,0,0,0,0],AUTHORITY[""EPSG"",""6142""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4142""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",-3],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",500000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""2040""],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH]]",2.22384335029178e-08
2041,"+proj=utm +zone=30 +ellps=clrk80 +towgs84=-124.76,53,466.79,0,0,0,0 +units=m +no_defs ","PROJCS[""Abidjan 1987 / UTM zone 30N"",GEOGCS[""Abidjan 1987"",DATUM[""Abidjan_1987"",SPHEROID[""Clarke 1880 (RGS)"",6378249.145,293.465,AUTHORITY[""EPSG"",""7012""]],TOWGS84[-124.76,53,466.79,0,0,0,0],AUTHORITY[""EPSG"",""6143""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4143""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",-3],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",500000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""2041""],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH]]",2.22384318386699e-08
2042,"+proj=utm +zone=29 +ellps=clrk80 +towgs84=-125,53,467,0,0,0,0 +units=m +no_defs ","PROJCS[""Locodjo 1965 / UTM zone 29N"",GEOGCS[""Locodjo 1965"",DATUM[""Locodjo_1965"",SPHEROID[""Clarke 1880 (RGS)"",6378249.145,293.465,AUTHORITY[""EPSG"",""7012""]],TOWGS84[-125,53,467,0,0,0,0],AUTHORITY[""EPSG"",""6142""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4142""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",-9],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",500000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""2042""],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH]]",2.22384553131082e-08
2043,"+proj=utm +zone=29 +ellps=clrk80 +towgs84=-124.76,53,466.79,0,0,0,0 +units=m +no_defs ","PROJCS[""Abidjan 1987 / UTM zone 29N"",GEOGCS[""Abidjan 1987"",DATUM[""Abidjan_1987"",SPHEROID[""Clarke 1880 (RGS)"",6378249.145,293.465,AUTHORITY[""EPSG"",""7012""]],TOWGS84[-124.76,53,466.79,0,0,0,0],AUTHORITY[""EPSG"",""6143""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4143""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",-9],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",500000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""2043""],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH]]",2.2238453458274e-08
2044,"+proj=tmerc +lat_0=0 +lon_0=105 +k=1 +x_0=18500000 +y_0=0 +ellps=krass +towgs84=-17.51,-108.32,-62.39,0,0,0,0 +units=m +no_defs ","PROJCS[""Hanoi 1972 / Gauss-Kruger zone 18"",GEOGCS[""Hanoi 1972"",DATUM[""Hanoi_1972"",SPHEROID[""Krassowsky 1940"",6378245,298.3,AUTHORITY[""EPSG"",""7024""]],TOWGS84[-17.51,-108.32,-62.39,0,0,0,0],AUTHORITY[""EPSG"",""6147""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4147""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",105],PARAMETER[""scale_factor"",1],PARAMETER[""false_easting"",18500000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""2044""],AXIS[""X"",NORTH],AXIS[""Y"",EAST]]",0.000116137764980769
2045,"+proj=tmerc +lat_0=0 +lon_0=111 +k=1 +x_0=19500000 +y_0=0 +ellps=krass +towgs84=-17.51,-108.32,-62.39,0,0,0,0 +units=m +no_defs ","PROJCS[""Hanoi 1972 / Gauss-Kruger zone 19"",GEOGCS[""Hanoi 1972"",DATUM[""Hanoi_1972"",SPHEROID[""Krassowsky 1940"",6378245,298.3,AUTHORITY[""EPSG"",""7024""]],TOWGS84[-17.51,-108.32,-62.39,0,0,0,0],AUTHORITY[""EPSG"",""6147""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4147""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",111],PARAMETER[""scale_factor"",1],PARAMETER[""false_easting"",19500000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""2045""],AXIS[""X"",NORTH],AXIS[""Y"",EAST]]",0.000254360905066068
2046,"+proj=tmerc +lat_0=0 +lon_0=15 +k=1 +x_0=0 +y_0=0 +axis=wsu +ellps=WGS84 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs ","PROJCS[""Hartebeesthoek94 / Lo15"",GEOGCS[""Hartebeesthoek94"",DATUM[""Hartebeesthoek94"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],TOWGS84[0,0,0,0,0,0,0],AUTHORITY[""EPSG"",""6148""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4148""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator_South_Orientated""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",15],PARAMETER[""scale_factor"",1],PARAMETER[""false_easting"",0],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""2046""],AXIS[""Y"",WEST],AXIS[""X"",SOUTH]]",2.23584644501773e-08
2047,"+proj=tmerc +lat_0=0 +lon_0=17 +k=1 +x_0=0 +y_0=0 +axis=wsu +ellps=WGS84 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs ","PROJCS[""Hartebeesthoek94 / Lo17"",GEOGCS[""Hartebeesthoek94"",DATUM[""Hartebeesthoek94"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],TOWGS84[0,0,0,0,0,0,0],AUTHORITY[""EPSG"",""6148""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4148""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator_South_Orientated""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",17],PARAMETER[""scale_factor"",1],PARAMETER[""false_easting"",0],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""2047""],AXIS[""Y"",WEST],AXIS[""X"",SOUTH]]",2.23584645580987e-08
2048,"+proj=tmerc +lat_0=0 +lon_0=19 +k=1 +x_0=0 +y_0=0 +axis=wsu +ellps=WGS84 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs ","PROJCS[""Hartebeesthoek94 / Lo19"",GEOGCS[""Hartebeesthoek94"",DATUM[""Hartebeesthoek94"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],TOWGS84[0,0,0,0,0,0,0],AUTHORITY[""EPSG"",""6148""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4148""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator_South_Orientated""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",19],PARAMETER[""scale_factor"",1],PARAMETER[""false_easting"",0],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""2048""],AXIS[""Y"",WEST],AXIS[""X"",SOUTH]]",2.2358464533128e-08
2049,"+proj=tmerc +lat_0=0 +lon_0=21 +k=1 +x_0=0 +y_0=0 +axis=wsu +ellps=WGS84 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs ","PROJCS[""Hartebeesthoek94 / Lo21"",GEOGCS[""Hartebeesthoek94"",DATUM[""Hartebeesthoek94"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],TOWGS84[0,0,0,0,0,0,0],AUTHORITY[""EPSG"",""6148""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4148""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator_South_Orientated""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",21],PARAMETER[""scale_factor"",1],PARAMETER[""false_easting"",0],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""2049""],AXIS[""Y"",WEST],AXIS[""X"",SOUTH]]",2.23584644970064e-08
2050,"+proj=tmerc +lat_0=0 +lon_0=23 +k=1 +x_0=0 +y_0=0 +axis=wsu +ellps=WGS84 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs ","PROJCS[""Hartebeesthoek94 / Lo23"",GEOGCS[""Hartebeesthoek94"",DATUM[""Hartebeesthoek94"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],TOWGS84[0,0,0,0,0,0,0],AUTHORITY[""EPSG"",""6148""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4148""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator_South_Orientated""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",23],PARAMETER[""scale_factor"",1],PARAMETER[""false_easting"",0],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""2050""],AXIS[""Y"",WEST],AXIS[""X"",SOUTH]]",2.23584643611207e-08
2051,"+proj=tmerc +lat_0=0 +lon_0=25 +k=1 +x_0=0 +y_0=0 +axis=wsu +ellps=WGS84 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs ","PROJCS[""Hartebeesthoek94 / Lo25"",GEOGCS[""Hartebeesthoek94"",DATUM[""Hartebeesthoek94"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],TOWGS84[0,0,0,0,0,0,0],AUTHORITY[""EPSG"",""6148""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4148""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator_South_Orientated""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",25],PARAMETER[""scale_factor"",1],PARAMETER[""false_easting"",0],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""2051""],AXIS[""Y"",WEST],AXIS[""X"",SOUTH]]",2.23584643367893e-08
2052,"+proj=tmerc +lat_0=0 +lon_0=27 +k=1 +x_0=0 +y_0=0 +axis=wsu +ellps=WGS84 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs ","PROJCS[""Hartebeesthoek94 / Lo27"",GEOGCS[""Hartebeesthoek94"",DATUM[""Hartebeesthoek94"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],TOWGS84[0,0,0,0,0,0,0],AUTHORITY[""EPSG"",""6148""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4148""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator_South_Orientated""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",27],PARAMETER[""scale_factor"",1],PARAMETER[""false_easting"",0],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""2052""],AXIS[""Y"",WEST],AXIS[""X"",SOUTH]]",2.23584643885417e-08
2053,"+proj=tmerc +lat_0=0 +lon_0=29 +k=1 +x_0=0 +y_0=0 +axis=wsu +ellps=WGS84 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs ","PROJCS[""Hartebeesthoek94 / Lo29"",GEOGCS[""Hartebeesthoek94"",DATUM[""Hartebeesthoek94"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],TOWGS84[0,0,0,0,0,0,0],AUTHORITY[""EPSG"",""6148""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4148""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator_South_Orientated""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",29],PARAMETER[""scale_factor"",1],PARAMETER[""false_easting"",0],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""2053""],AXIS[""Y"",WEST],AXIS[""X"",SOUTH]]",2.23584644973827e-08
2054,"+proj=tmerc +lat_0=0 +lon_0=31 +k=1 +x_0=0 +y_0=0 +axis=wsu +ellps=WGS84 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs ","PROJCS[""Hartebeesthoek94 / Lo31"",GEOGCS[""Hartebeesthoek94"",DATUM[""Hartebeesthoek94"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],TOWGS84[0,0,0,0,0,0,0],AUTHORITY[""EPSG"",""6148""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4148""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator_South_Orientated""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",31],PARAMETER[""scale_factor"",1],PARAMETER[""false_easting"",0],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""2054""],AXIS[""Y"",WEST],AXIS[""X"",SOUTH]]",2.23584645352573e-08
